proj_id,proj_lgl_name
P158710,Kosovo Agriculture and Rural Development Project - Third Additional Financing
P158713,China: Liaoning Safe and Sustainable Urban Water Supply Project
P158717,China: Hubei Inland Waterway Improvement Project
P158733,Anhui Rural Road Resilience Program for Results
P158739,Colombia Fiscal and Growth DPL 1
P158756,Additional Financing Quito Metro Line One Project
P158760,Jiangxi Integrated Rural and Urban Water Supply and Wastewater Management Project
P158768,Public-Private Partnerships and Public Investment Advisory Project
P158769,Sindh-Multi-Sectoral Action for Nutrition (MSAN)
P158770,PRODUCTIVE SAFETY NET PROJECT (PSNP 4) ADDITIONAL FINANCING
P158783,Second Additional Financing to Public Procurement Reform Project II
P158791,Children and Youth Protection Project
P158798,Jharkhand Opportunities for Harnessing Rural Growth Project
P158805,Shire Valley Transformation Program - Phase 1
P158807,PNG Tourism Sector Development Project
P158810,Cashew Value Chain Competitiveness Project
P158951,Education to Work Transition Project Additional Financing
P158952,Governance for Private Sector and Finance Development Additional Fin.
P158958,OECS Regional Agriculture Competitiveness Project
P158976,Northern Delta Transport Development Project Additional Financing
P158980,Additional Financing for Emergency National Poverty Targeting Program
P158982,Trade and Logistics Services Competitiveness Project
P158983,Additional Financing for West Africa Agricultural Productivity Program (WAAPP- 1C)
P159000,Integrated Financial Management Information System Project AF2
P159010,STP Strengthening Growth and Fiscal Policy DPO
P159023,Senegal Structural Reform Development Policy Operation Series
P159037,DRC Agriculture Rehabilitation and Recovery AF
P159040,Regional Disease Surveillance Systems Enhancement (REDISSE) Phase II
P159049,Additional Financing for Danang Sustainable City Development Project
P159052,Angola Commercial Agriculture Development Project (PDAC)
P159053,Yemen Emergency Crisis Response Project
P159112,Uganda Rural Electrification
P159115,Additional Financing to MIDAS
P159160,Public Financial Management and Accountability Project Additional Financing
P159213,Crecer Sano: Guatemala Nutrition and Health  Project
P159215,Mongolia Employment Support Project
P159217,Strengthening Hydro-Meteorological and Climate Services
P159220,Third Phase of the Central Asia Regional Links Program (CARs-3)
P159238,Central Highlands Connectivity Improvement Project
P159240,Urban Water and Sanitation Project - AF
P159258,GZ-Third Municipal Development Project
P159262,Tonga Second Inclusive Growth Development Policy Operation
P159263,Tonga Third Inclusive Growth Development Policy Operation
P159292,Balochistan Livelihoods and Entrepreneurship Project
P159297,"P4: Pacific Regional Connectivity Program: Phase 3B, FJ Connectivity Project"
P159303,Sri Lanka Financial Sector Modernization Project
P159307,Third National Solidarity Project
P159330,Zambia: Improved Rural Connectivity Project
P159337,Finance for Jobs II
P159351,Dominican Republic  DRM Development Policy Loan with a Cat DDO
P159378,EQRA
P159382,Livestock and Fisheries Sector Development Project
P159395,TV: Telecommunications and ICT Development Project
P159397,Vietnam Scaling up Urban Upgrading Project
P159426,Vietnam - Additional Financing for Medium Cities Development Project
P159427,West Bengal Institutional Strengthening of Gram Panchayats Program II
P159428,Pakistan Financial Inclusion and Infrastructure Project
P159429,Bangladesh Investment Promotion and Financing Facility Project II (IPFF II)
P159434,Chad Statistical Development
P159437,Comoros Statistics Project
P159447,Additional Financing for Mekong Integrated Water Resources Management (Lao PDR)
P159470,Reaching All Children with Education in Lebanon Support Project
P159476,Burkina Faso Livestock Sector Development Support Project
P159489,TSCP Second Additional Financing
P159497,"BD: AF for Leveraging ICT for Growth, Employment, Governance Project"
P159508,GABON FISCAL CONSOLIDATION AND INCLUSIVE GROWTH OPERATION
P159512,Guyana Payments System Project
P159515,"Access to Longer Term Finance for Micro, Small and Medium Enterprises Project"
P159517,Rural Service Delivery Project
P159519,Guyana Education Sector Improvement Project
P159522,Economic Opportunities for Jordanians and Syrian Refugees PforR
P159544,Emergency Medical Services Project
P159547,Nepal Fourth Financial Sector Stability Credit DPC4
P159562,Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar
P159576,Bihar Transformative Development Project
P159577,Khyber Pass Economic Corridor Project
P159632,P4: Pacific Regional Connectivity Program Phase 4: KI: Connectivity Project
P159637,PASA Additional Financing
P159653,Caribbean Regional Oceanscape Project
P159655,Fiscal Performance Improvement Support Project (FSP):
P159669,Second Programmatic Electricity Distribution Reform DPL for Rajasthan
P159683,Local Governance Support Project - 3
P159692,Land Administration System Modernization
P159693,AF Maternal and Child Nutrition and Health Results Project
P159697,GREATER ABIDJAN PORT - CITY INTEGRATION PROJECT
P159710,Guatemala DRM Development Policy Loan with CAT DDO II
P159712,Sindh Solar Energy Project
P159737,National Targeted Programs Support Project
P159747,Additional Financing for the Unleashing Productive Innovation Project
P159756,Integrated Urban Development and Resilience Project for Greater Antananarivo
P159761,Nigeria: Mineral Sector Support for Economic Diversification Project (MinDiver)
P159771,Improving the Quality of Initial and Primary Education in Uruguay
P159774,Fiji Post-Cyclone Winston Emergency Development Policy Operation
P159807,Power System Reliability and Efficiency Improvement Project
P159835,Mexico: Sustainable Productive Landscapes Project
P159839,Pakistan Competitiveness and Growth PBG
P159843,Metropolitan Buenos Aires Urban Transformation Project
P159844,Togo Fiscal Reform Credit
P159870,Zhejiang Qiandao Lake and Xin'an River Basin Water Resources and Ecological Environment Protection Project
P159883,China: GEF Efficient and Green Freight Transport Project
P159901,FODER - Argentina Renewable Fund Guarantee
P159929,Integrated Habitat and Housing Project
P159954,Development Support for Tanzania Statistics
P159956,Green Resilient Growth DPF
P159961,Cheesemanburg Landfill and Urban Sanitation Project
P159969,Second Public Investment Reform Sppt Cr.
P159974,Enhancement and Strengthening of Power Transmission Network in Eastern Region
P159976,GEF Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project
P159979,Commercial Agriculture Project
P159995,Accelerating Higher Education Expansion and Development Operation
P160005,Climate Resilience Multi-Phase Programmatic Approach
P160009,Kenya: Off-grid Solar Access Project for Underserved Counties
P160014,Clean Air and Sustainable Environment Project - Additional Financing
P160018,Additional Financing for Grid-Connected Rooftop Solar Program
P160029,Agricultural Productivity and Diversification Additional Financing
P160033,Mozambique Forest Investment Project
P160057,Additional Financing - Second Support to the Education Sector Project
P160071,Madagascar-Statistical Capacity Building
P160073,Financial Sector Rapid Response - Additional Financing
P160083,Kenya  Secondary Education Quality Improvement Project
P160096,Pacific Resilience Project II under the Pacific Resilience Program
P160100,Armenia Fourth Development Policy Financing
P160103,Jordan Ozone Depleting Substances HCFC Phase-Out (ODS3) Phase 2
P160105,AO-Local development Project - AF
P160108,Ethiopia Health MDGs P4R Additional Financing
P160123,State Consolidation Development Program
P160152,East West Highway Corridor Improvement Project Additional Financing
P160157,KTDA Small Hydro Programme of Activities
P160162,Dynamic City Integrated Development Project - Thai Nguyen
P160170,Niger Solar Electricity Access Project (NESAP)
P160182,Improved Forested Landscape Management Project (GEF AF)
P160207,Nepal Health Sector Management Reform Program
P160208,Additional Financing: Essential Health Services Access Project
P160223,Roads and Employment Project
P160224,Greater Beirut Public Transport Project
P160230,Digital CASA - Kyrgyz Republic
P160236,Second Programmatic Energy and Water Sector Reforms DPL
P160245,Tunisia Irrigated Agriculture Intensification Project
P160250,Uganda Intergovernmental Fiscal Transfers Program
P160272,Reintegration of Ex-combatants Project
P160277,Chile REDD+ Emissions Reductions Program
P160279,Ethiopia: National Quality Infrastructure Development Project
P160282,Results for Education Achievement and Development Project (READ)
P160292,Central African Backbone SOP3 Republic of Congo Additional Financing
P160295,Sierra Leone Agro-Processing Competitiveness Project
P160309,Mexico Higher Education Project
P160320,Purchase / Sale of Emission Reductions (ER) to be generated under the Mai Ndombe ER Program
P160331,Odisha Higher Education Program for Excellence and Equity
P160339,Ghana Emissions Reductions Program
P160344,Burkina Faso AF to Electricity  Sector Support Project
P160359,Rural and Urban Access Improvement Project
P160368,Costa Rica REDD+ Emission Reductions Program
P160371,Additional Financing for Social Safety Net Project
P160377,Energy Sector Support and Investment Project
P160379,Innovation in Solar Power and Hybrid Technologies
P160395,Ethiopia Electrification Program (ELEAP)
P160408,Maharashtra Project on Climate Resilient Agriculture
P160418,CI: Cote d'Ivoire E-Agriculture Project
P160427,Temane Regional Electricity Project
P160430,Better Education Service Delivery for All
P160442,Madagascar Basic Education Support Project
P160445,Economic Revitalization of Khyber Pakhtunkhwa and Federally Administered Tribal Areas
P160446,Access and Quality in Higher Education Project - PACES
P160447,UG - Strengthening Social Risk Management and Gender-Based Violence Prevention and Response Project
P160463,AP Integrated Irrigation & Agriculture Transformation Project
P160480,Ho Chi Minh City Development Policy Operation 1
P160488,"Lake Victoria Transport Program - SOP1, Rwanda"
P160500,CAR Rural Connectivity Project
P160505,Mali - Rural Mobility and Connectivity Project
P160519,Second AF for Strengthening Safety Nets Systems Project MASAF IV
P160533,Digital Malawi Program Phase I: Malawi Digital Foundations Project
P160544,Inclusive Growth Development Policy Grant
P160554,AF Social Safety Net Drought Response
P160567,Citizens' Charter Afghanistan Project
P160570,Grain Storage and Information for Agricultural Competitiveness
P160592,Mauritania Fiscal and Private Sector Participation Reforms DPO
P160594,Albania Gender Equality in Access to Economic Opportunities DPF
